TCM_symptom_id,TCM_symptom_name,Symptom_pinYin,Symptom_definition,Symptom_locus,Symptom_property,Type,Version,Suppress
489,经前性情急躁,Jing Qian Xing Qing Ji Zao,经前性情急躁，指女子每于经前数日或经期出现烦躁易怒、情绪难以自控，甚则怒而伤人之症。病位在子宫，病性属气郁。多因肝郁气滞，疏泄失常，冲脉气机壅塞，经前血海满盈，气机郁滞更甚，郁而化火，上扰心神所致。常伴乳房胀痛、少腹胀满、月经先后无定期等。,子宫,气郁,,v1,1
490,经前胸闷,Jing Qian Xiong Men,经前胸闷，乃气郁于子宫，冲脉气机不畅，上逆壅塞胸膈所致。,子宫,气郁,Synonymous terms,"v1,v2",0
491,经少色淡,Jing Shao Se Dan,经少色淡，指月经量少、色淡质稀，乃血虚不能充盈胞宫、濡养经血所致。,子宫,血虚,Synonymous terms,"v1,v2",0
492,经水淋漓不净,Jing Shui Lin Li Bu Jing,经水淋漓不净，系因子宫阳虚，冲任失固，血失统摄，致经血非时而下，日久不止。,子宫,阳虚,Synonymous terms,"v1,v2",0
493,经血紫暗,Jing Xie Zi An,经血紫暗，乃子宫血瘀之征，血色紫暗不鲜，多伴血块，提示瘀血内阻，胞脉不畅。,子宫,血瘀,Synonymous terms,"v1,v2",0
494,惊风,Liang Feng,惊风，中医病名。是小儿时期常见的一种急重病证，以临床出现抽搐、昏迷为主要特征。又称“惊厥”，俗名“抽风”。任何季节均可发生，一般以1—5岁的小儿为多见，年龄越小，发病率越高。其证情往往比较凶险，变化迅速，威胁小儿生命。所以，古代医家认为惊风是一种恶候。如《东医宝鉴.小儿》说：“小儿疾之最危者，无越惊风之证”。《幼科释谜.惊风》也说：“小儿之病，最重惟惊”。本病西医学称小儿惊厥。,心脑,肝风,Ontological terms,"v1,v2",0
495,惊风抽搐,Liang Feng Chou Chu,惊风抽搐，指以神昏、项背强急、四肢抽搐、角弓反张、牙关紧闭等为主要表现的病候。病位在心脑，病性属肝风内动。其病因病机多由外感时邪、内蕴痰热或久病伤阴，引动肝阳，化风上扰，蒙蔽清窍，横窜筋脉所致。,心脑,肝风,Ontological terms,"v1,v2",0
496,惊悸,Liang Ji,惊悸是一个汉语词汇，读音为jīng jì，是指无故自惊而悸动不宁之证；因惊而悸之证；突然心跳欲厥之证。《诸病源候论·虚劳病诸候》均有相关记载。,心脑,心气虚,Ontological terms,"v1,v2",0
497,惊悸不安,Liang Ji Bu An,惊慌心跳，不能安宁,心脑,心气虚,Ontological terms,"v1,v2",0
498,惊悸不宁,Liang Ji Bu Ning,惊悸不宁，指心中悸动、惊恐不安，甚则不能自主之证。病位在心脑，病性属心气虚。临床表现为自觉心跳剧烈，惕惕而动，善惊易恐，稍劳即发，伴气短乏力、自汗、神疲、脉细弱或结代。其病机多由禀赋不足、久病体虚或思虑过度，耗伤心气，致心失所养，神不守舍，脑失充养，故悸动不宁。,心脑,心气虚,Ontological terms,"v1,v2",0
499,惊悸多梦,Liang Ji Duo Meng,惊悸多梦，指心中悸动不安，惕惕易惊，寐则梦境纷纭、纷扰不宁之候。病位在心与脑，病性属虚。多因心气不足，鼓动无力，心神失养，神不守舍所致。临床可见心悸善惊，气短自汗，神疲乏力，寐则多梦易醒，甚则噩梦纷纭，动则悸甚。其机要在于心气虚馁，脑神失充，神舍不固。,心脑,心气虚,Ontological terms,"v1,v2",0
500,惊厥,Liang Jue,惊厥（convulsion）俗称抽筋、抽风、惊风，也称抽搐。表现为阵发性四肢和面部肌肉抽动，多伴有两侧眼球上翻、凝视或斜视，神志不清。有时伴有口吐白沫或嘴角牵动，呼吸暂停，面色青紫，发作时间多在3～5分钟之内，有时反复发作，甚至呈持续状态。是小儿常见的急症，尤以婴幼儿多见。6岁以下儿童期惊厥的发生率约为4%～6%，较成人高10～15倍，年龄愈小发生率愈高。惊厥的频繁发作或持续状态可危及患儿生命或可使患儿遗留严重的后遗症，影响小儿的智力发育和健康。,心脑,心气虚,Ontological terms,"v1,v2",0
501,惊恐,Liang Kong,惊慌害怕，恐惧,心脑,阳虚,Synonymous terms,"v1,v2",0
502,惊痫,Liang Xian,因受惊而得的痫病。 唐宋医书所载的癫痫，即指小儿惊风,心脑,痰瘀,Ontological terms,"v1,v2",0
503,惊痫不安,Liang Xian Bu An,惊痫不安指痰瘀互结，蒙蔽心脑清窍，致神机失用，发为惊惕抽搐、烦躁不宁之证。,心脑,痰瘀,Synonymous terms,"v1,v2",0
504,精亏,Jing Yu,精亏，指肾中精气不足，失于充养之虚损证候。多因先天禀赋薄弱、年老久病、房劳过度或他病及肾所致。临床以腰膝酸软、头晕耳鸣、发脱齿摇、健忘恍惚、性功能减退、男子精少不育、女子经闭不孕为主要表现，伴见精神萎靡、动作迟缓、足痿无力等。其病机为肾精亏虚，髓海失充，骨枯脑减，生殖机能衰退。,肾,肾虚,,v1,1
505,精冷,Jing Leng,男子因真阳不足而引起精气清冷，无生育能力者,肾,肾虚,,v1,1
506,精气不足,Jing Qi Bu Zu,肾精亏虚，封藏失职，致生长发育迟缓、生殖机能减退、腰膝酸软、头晕耳鸣等症。,肾,肾虚,Synonymous terms,"v1,v2",0
507,精神不振,Jing Shen Bu Zhen,心气不足，鼓动无力，神失所养，故见精神萎靡、倦怠乏力。,心,气虚,Synonymous terms,"v1,v2",0
508,精神恍惚,Jing Shen Huang Hu,形容精神不集中,心,气虚,Ontological terms,"v1,v2",0
509,精神萎靡,Jing Shen Wei Mi,精神萎靡（listlessness）是一种精神异常现象。是抑郁症的一大症状，主要表现为情绪低落，兴趣减低，悲观，思维迟缓，缺乏主动性，自责自罪，饮食、睡眠差，担心自己患有各种疾病，感到全身多处不适。疾病过程中也可有精神萎靡，表现为胃口变差、食欲减退或增加、体重明显减轻或增加、失眠或嗜睡，心情沮丧、易流泪、悲伤、激动易怒、害怕与恐惧、寂寞、无聊、感情淡薄等。精神萎靡需治疗需找出病因，针对原发病治疗。,心,气虚,Synonymous terms,"v1,v2",0
510,精神忧郁,Jing Shen You Yu,心气郁结，神机失展，故见精神忧郁，悲忧欲哭，胸胁满闷。,心,气郁,Synonymous terms,"v1,v2",0
511,精溢,Jing Yi,精溢指肾虚封藏失职，精关不固，致精液滑泄或梦遗频作，属肾气不摄、精微外溢之候。,肾,肾虚,Synonymous terms,"v1,v2",0
512,颈肩部僵硬,Jing Jian Bu Jiang Ying,颈肩部僵硬，病在四肢，乃太阳经输不利、气血壅滞，经络不通则筋肉失濡，致屈伸转侧不利。,四肢,经络不通,Synonymous terms,"v1,v2",0
513,颈项活动不利,Jing Xiang Huo Dong Bu Li,颈项活动不利，指颈项部俯仰转侧受限，多因风寒湿邪或气血瘀滞致经络不通，筋脉失养。,四肢,经络不通,Synonymous terms,"v1,v2",0
514,颈项僵硬,Jing Xiang Jiang Ying,颈项僵硬，系四肢经络气血运行不畅，筋脉失于濡养，致颈项部肌肉拘急、活动不利之症。,四肢,经络不通,Synonymous terms,"v1,v2",0
515,颈项僵直,Jing Xiang Jiang Zhi,颈项僵直，指颈项部肌肉筋脉拘急、活动不利，多因风寒湿邪阻滞太阳经脉，或气血瘀滞、经络不通所致。,四肢,经络不通,Synonymous terms,"v1,v2",0
516,颈项紧张不舒,Jing Xiang Jin Zhang Bu Shu,颈项紧张不舒，系四肢经络气血壅滞，太阳经输不利所致，表现为项部僵硬、转侧受限。,四肢,经络不通,Synonymous terms,"v1,v2",0
517,颈项疼痛,Jing Xiang Teng Tong,颈项疼痛，病位在四肢，乃经络不通，气血运行受阻，致局部筋脉失养，发为酸痛、僵硬或转侧不利。,四肢,经络不通,Synonymous terms,"v1,v2",0
518,颈椎病型头痛,Jing Zhui Bing Xing Tou Tong,颈椎病型头痛，病在四肢，乃血瘀阻络，气血不通，上扰清窍所致，症见颈项强痛、头痛如刺。,四肢,血瘀,Synonymous terms,"v1,v2",0
519,颈椎骨质增生,Jing Zhui Gu Zhi Zeng Sheng,"颈椎病又称颈椎综合征，是颈椎骨关节炎、增生性颈椎炎、颈神经根综合征、颈椎间盘脱出症的总称,是一种以退行性病理改变为基础的疾患。主要由于颈椎长期劳损、骨质增生，或椎间盘脱出、韧带增厚，致使颈椎脊髓、神经根或椎动脉受压，出现一系列功能障碍的临床综合征。表现为椎节失稳、松动；髓核突出或脱出；骨刺形成；韧带肥厚和继发的椎管狭窄等，刺激或压迫了邻近的神经根、脊髓、椎动脉及颈部交感神经等组织，引起一系列症状和体征",四肢,肾虚,Synonymous terms,"v1,v2",0
520,胫膝酸软,Jing Xi Suan Ruan,胫膝酸软指肾精亏虚，骨髓失充，致下肢胫骨与膝关节酸楚无力、不耐久行之症。,四肢,肾虚,Synonymous terms,"v1,v2",0
521,痉厥,Jing Jue,是指肢体抽搐，神志不清的表现,心,,Ontological terms,"v1,v2",0
522,痉挛,Jing Luan,指肌肉突然做不随意挛缩，俗称抽筋，会令患者突感剧痛，肌肉动作不协调,心,经络不通,Ontological terms,"v1,v2",0
523,久病体弱,Jiu Bing Ti Ruo,久病体弱，正气耗损，气虚不运，故见神疲乏力、气短懒言、动则益甚等症。,,气虚,Synonymous terms,"v1,v2",0
524,久咳,Jiu Ke,以咳嗽经久不愈为主要表现的疾病,,气虚,Ontological terms,"v1,v2",0
525,久咳不止,Jiu Ke Bu Zhi,肺气亏虚，宣肃无力，故咳嗽迁延不愈，伴气短乏力、声低息微。,肺,气虚,Synonymous terms,"v1,v2",0
526,久痢,Jiu Li,指日久不愈或反复发作的痢疾,大肠,脾气虚,Ontological terms,"v1,v2",0
527,久痢不止,Jiu Li Bu Zhi,久痢不止，指痢疾迁延日久，反复发作，经月不愈。其病位在大肠，病性属脾气虚。临床表现为下痢稀薄，或夹白冻，时作时止，腹痛隐隐，肛门重坠，便后尤甚，伴神疲乏力、纳少腹胀、面色萎黄。病机系脾虚中气下陷，大肠传导失司，固摄无权，致痢下缠绵难愈。,大肠,脾气虚,Ontological terms,"v1,v2",0
528,久疟体虚,Jiu Nve Ti Xu,久疟体虚，指疟疾迁延日久，耗伤气血，致大肠腑气虚弱之证。临床表现为腹中隐痛、大便溏薄或排便无力、面色萎黄、神疲乏力、食少纳呆、舌淡苔白、脉细弱。其病机乃疟邪久踞，正气渐衰，脾虚及肠，传导失司，气血生化乏源，大肠失于濡养与固摄所致。,大肠,气虚,Ontological terms,"v1,v2",0
529,久嗽,Jiu Sou,久嗽，证名。咳嗽经久不愈者。见《圣济总录》卷六十五。详久咳条。,肺,气虚,Ontological terms,"v1,v2",0
530,久嗽不止,Jiu Sou Bu Zhi,久嗽不止，指咳嗽经久不愈，反复发作，病程缠绵。其病位在肺，病性属气虚。临床表现为咳嗽声低无力，痰多清稀或白沫，气短懒言，自汗畏风，面色㿠白，舌淡苔白，脉虚弱。病机多因肺气亏虚，宣肃无权，气不布津，津聚为痰，复感外邪或劳倦诱发，致咳嗽迁延难愈。,肺,气虚,Ontological terms,"v1,v2",0
531,久泻,Jiu Xie,反复发作、久泻不愈的泄泻,大肠,气虚,Ontological terms,"v1,v2",0
532,久泻不止,Jiu Xie Bu Zhi,久泻不止，指大便泄泻迁延日久，反复发作，难以自止。病位在大肠，病性属气虚。临床表现为大便溏薄或完谷不化，日行数次，甚则脱肛，伴神疲乏力、纳少腹胀、面色萎黄。其病机多因脾气虚弱，中气下陷，清阳不升，运化失职，水湿下注大肠所致。,大肠,气虚,Ontological terms,"v1,v2",0
533,久泻久痢,Jiu Xie Jiu Li,久泻久痢，指泄泻或痢疾迁延不愈，反复发作，病程较长。病位在大肠，病性属气虚。临床表现为大便溏薄或夹有黏液，甚则滑脱不禁，腹部隐痛喜按，纳食减少，神疲乏力，面色萎黄，舌淡苔白，脉细弱。其病机多因久泻久痢耗伤脾胃之气，中气下陷，大肠失于固摄所致。,大肠,气虚,Ontological terms,"v1,v2",0
534,久泻脱肛,Jiu Xie Tuo Gang,久泻脱肛，指因久泻不止，中气下陷，大肠失于固摄，致直肠或黏膜脱出肛外之证。临床表现为大便溏泄频作，甚则滑脱不禁，肛门坠胀，脱出物色淡不肿，遇劳加重，伴神疲乏力、气短懒言、舌淡苔白、脉弱。其病机系久泻伤脾，脾虚气陷，升举无力，致大肠维系失司而下脱。,大肠,气虚,Ontological terms,"v1,v2",0
535,拘挛麻木,Ju Luan Ma Mu,拘挛麻木，指四肢筋脉收引、屈伸不利，兼见局部感觉迟钝或消失之症。其状如绳索捆束，动则掣痛，静则木然，触觉减退。多因风寒湿邪客于经络，或气血亏虚、筋脉失养，致经气阻滞、血行涩滞，络脉不通而发。,四肢,经络不通,Ontological terms,"v1,v2",0
536,局部恶寒,Ju Bu E Han,局部恶寒指皮肤局部怕冷，因阳虚失于温煦，卫气不固，寒邪凝滞所致。,皮肤,阳虚,Synonymous terms,"v1,v2",0
537,局部红肿,Ju Bu Hong Zhong,局部红肿，病在皮肤，乃火热之邪壅滞气血，灼伤脉络，致营卫不和，热盛肉腐而成。,皮肤,火热,Synonymous terms,"v1,v2",0
538,局部畏恶风寒,Ju Bu Wei E Feng Han,局部皮肤畏恶风寒，乃气机郁滞，卫阳不得宣达于表，肌肤失于温煦所致。,皮肤,气郁,Synonymous terms,"v1,v2",0
539,局部畏风寒,Ju Bu Wei Feng Han,局部肌肤因气机郁滞，卫阳不得宣通，故虽无外邪侵袭，亦觉畏恶风寒。,皮肤,气郁,Synonymous terms,"v1,v2",0
540,局部畏寒,Ju Bu Wei Han,局部皮肤失于温煦，阳气不足，卫外不固，故见畏寒喜暖，得温则减。,皮肤,阳虚,Synonymous terms,"v1,v2",0
541,局部肿痛,Ju Bu Zhong Tong,局部皮肤红肿灼痛，乃火热之邪壅滞肌表，气血凝滞不通所致，属阳证、热证。,皮肤,火热,Synonymous terms,"v1,v2",0
542,倦怠,Juan Dai,疲乏，懈怠,心,气虚,Ontological terms,"v1,v2",0
543,倦怠乏力,Juan Dai Fa Li,倦怠乏力（心气虚）：指心气不足，鼓动无力，神失所养而致周身懈惰、精神不振之候。临床表现为神疲懒言，气短自汗，动则尤甚，心悸怔忡，面色㿠白，舌淡苔白，脉细弱或结代。其病机多由久病耗伤、禀赋不足或年高脏气衰微，致心气亏虚，宗气不布，四肢百骸失于温煦充养。,心,气虚,Ontological terms,"v1,v2",0
544,厥阴头痛,Jue Yin Tou Tong,厥阴头痛，中医病症名。出《伤寒论•辨厥阴病脉证并治》。三阴头痛之一。《兰室秘藏•头痛门》：“厥阴头项痛，或吐痰沫，厥冷，其脉浮缓，吴茱萸汤主之。”又：厥阴脉会于巅顶，巅顶部头痛，亦为厥阴头痛之证候特色（见陆定圃《冷庐医话•头痛》）。以巅顶、颜面疼痛多见，或全头痛，或头痛部位不定。《灵枢•经脉》曰：“肝足厥明之脉，起于大指丛毛之际，……上贯膈，布胁助，循喉咙之后，上入颃颡，连目系，上出额，与督脉会于巅；其支者，从目系下颊里，环唇内……”。《丹溪心法十二经见证》足厥阴肝经见证有“头痛”,心,风火,Ontological terms,"v1,v2",0
545,咳喘,Ke Chuan,咳喘是肺病的主要症状。咳喘的病因有外感内伤之别，病机有寒热虚实之分。咳喘与痰密切相关，咳喘每多夹痰，痰也往往导致咳喘,肺,气逆,Ontological terms,"v1,v2",0
546,咳喘痛甚,Ke Chuan Tong Shen,咳喘痛甚，指肺气上逆，咳嗽喘息且胸胁疼痛明显，多因邪壅肺络、气机不畅所致。,肺,气逆,Synonymous terms,"v1,v2",0
547,咳呛阵作,Ke Qiang Zhen Zuo,咳呛阵作，指肺气上逆所致之阵发性剧烈咳嗽，其势急促、声高气壅，多因外邪或痰浊阻肺，气机失降而发。,肺,气逆,Synonymous terms,"v1,v2",0
